#,Chapter,Role,Name (Country)
4,Sustainable Development and Equity,Coordinating Lead Author,Marc Fleurbaey (France/USA)
4,Sustainable Development and Equity,Coordinating Lead Author,Sivan Kartha (USA)
,,,
4,Sustainable Development and Equity,Lead Author,Simon Bolwig (Denmark)
4,Sustainable Development and Equity,Lead Author,Ying Chen (China)
4,Sustainable Development and Equity,Lead Author,Esteve Corbera (Spain)
4,Sustainable Development and Equity,Lead Author,Franck Lecocq (France)
4,Sustainable Development and Equity,Lead Author,Chee Yoke Ling (Malaysia)
4,Sustainable Development and Equity,Lead Author,Wolfgang Lutz (Austria)
4,Sustainable Development and Equity,Lead Author,Maria Silvia Muylaert de Araujo (Brazil)
4,Sustainable Development and Equity,Lead Author,Richard B. Norgaard (USA)
4,Sustainable Development and Equity,Lead Author,Chukwumerije Okereke (Nigeria/UK)
4,Sustainable Development and Equity,Lead Author,Ambuj Sagar (USA/India)
,,,
4,Sustainable Development and Equity,Review Editor,Luiz Pinguelli Rosa (Brazil)
4,Sustainable Development and Equity,Review Editor,Matthias Ruth (Germany/USA)
4,Sustainable Development and Equity,Review Editor,Jayant Sathaye (USA)
,,,
4,Sustainable Development and Equity,Contributing Author,Paul Baer (USA)
4,Sustainable Development and Equity,Contributing Author,Donald A. Brown (USA)
4,Sustainable Development and Equity,Contributing Author,Josefa Francisco (Philippines)
4,Sustainable Development and Equity,Contributing Author,Michael Zwicky Hauschild (Denmark)
4,Sustainable Development and Equity,Contributing Author,Michael Jakob (Germany)
4,Sustainable Development and Equity,Contributing Author,Heike Schroeder (Germany)
4,Sustainable Development and Equity,Contributing Author,John Thøgersen (Denmark)
4,Sustainable Development and Equity,Contributing Author,Kevin Urama (Nigeria)
