#,Chapter,Role,Name (Country)
27,Central and South America,Coordinating Lead Author,Graciela Odilia Magrin (Argentina)
27,Central and South America,Coordinating Lead Author,José Marengo (Brazil)
,,,
27,Central and South America,Lead Author,Jean-Philipe Boulanger (France)
27,Central and South America,Lead Author,Marcos Buckeridge (Brazil)
27,Central and South America,Lead Author,Edwin Castellanos (Guatemala)
27,Central and South America,Lead Author,Germán Poveda (Colombia)
27,Central and South America,Lead Author,Fabio R. Scarano (Brazil)
27,Central and South America,Lead Author,Sebastián Vicuña (Chile)
,,,
27,Central and South America,Review Editor,Leonidas Osvaldo Girardin (Argentina)
27,Central and South America,Review Editor,Jean Ometto (Brazil)
,,,
27,Central and South America,Volunteer Chapter Scientist,Nina Becker (Germany)
,,,
27,Central and South America,Contributing Author,Eric Alfaro (Costa Rica)
27,Central and South America,Contributing Author,Fabien Anthelme (France)
27,Central and South America,Contributing Author,Jonathan Barton (United Kingdom)
27,Central and South America,Contributing Author,Nina Becker (Germany)
27,Central and South America,Contributing Author,Arnaud Bertrand (France)
27,Central and South America,Contributing Author,Ulisses E. C. Confalonieri (Brazil)
27,Central and South America,Contributing Author,Amanda Pereira de Souza (Brazil)
27,Central and South America,Contributing Author,Carlos de Miguel (Spain)
27,Central and South America,Contributing Author,Bernard Francou (France)
27,Central and South America,Contributing Author,Rene Garreaud (Chile)
27,Central and South America,Contributing Author,Iñigo J. Losada (Spain)
27,Central and South America,Contributing Author,Melanie McField (United States)
27,Central and South America,Contributing Author,Carlos Nobre (Brazil)
27,Central and South America,Contributing Author,Patricia Romero-Lankao (Mexico)
27,Central and South America,Contributing Author,Paulo Saldiva (Brazil)
27,Central and South America,Contributing Author,Jose Luis Samaniego (Mexico)
27,Central and South America,Contributing Author,María Isabel Travasso (Argentina)
27,Central and South America,Contributing Author,Ernesto Viglizzo (Argentina)
27,Central and South America,Contributing Author,Alicia Villamizar (Venezuela)
